Province,Year,Month,Tourism_Type,Income(Million Baht),Tourism_Amount,Province_EN
เพชรบุรี,2025,7,ต่างชาติ,213.42,"23,803",Phetchaburi
เพชรบุรี,2025,8,ไทย,"2,831.11","837,599",Phetchaburi
เพชรบุรี,2025,8,ต่างชาติ,195.38,"22,069",Phetchaburi
ราชบุรี,2025,1,ไทย,488.09,"235,212",Ratchaburi
ราชบุรี,2025,1,ต่างชาติ,29.21,"12,540",Ratchaburi
ราชบุรี,2025,2,ไทย,488.39,"244,394",Ratchaburi
ราชบุรี,2025,2,ต่างชาติ,24.51,"10,905",Ratchaburi
ราชบุรี,2025,3,ไทย,521.80,"250,432",Ratchaburi
ราชบุรี,2025,3,ต่างชาติ,24.59,"10,278",Ratchaburi
ราชบุรี,2025,4,ไทย,602.12,"296,775",Ratchaburi
ราชบุรี,2025,4,ต่างชาติ,23.04,"9,310",Ratchaburi
ราชบุรี,2025,5,ไทย,618.57,"304,410",Ratchaburi
ราชบุรี,2025,5,ต่างชาติ,18.90,"7,546",Ratchaburi
ราชบุรี,2025,6,ไทย,570.39,"292,071",Ratchaburi
ราชบุรี,2025,6,ต่างชาติ,26.49,"11,166",Ratchaburi
ราชบุรี,2025,7,ไทย,574.42,"232,722",Ratchaburi
ราชบุรี,2025,7,ต่างชาติ,31.80,"12,551",Ratchaburi
ราชบุรี,2025,8,ไทย,499.23,"239,287",Ratchaburi
ราชบุรี,2025,8,ต่างชาติ,28.05,"11,034",Ratchaburi
สมุทรปราการ,2025,1,ไทย,535.62,"319,026",Samut Prakan
สมุทรปราการ,2025,1,ต่างชาติ,310.95,"96,952",Samut Prakan
สมุทรปราการ,2025,2,ไทย,486.51,"302,801",Samut Prakan
สมุทรปราการ,2025,2,ต่างชาติ,306.23,"92,658",Samut Prakan
สมุทรปราการ,2025,3,ไทย,479.16,"291,341",Samut Prakan
สมุทรปราการ,2025,3,ต่างชาติ,305.72,"92,324",Samut Prakan
สมุทรปราการ,2025,4,ไทย,520.51,"320,788",Samut Prakan
สมุทรปราการ,2025,4,ต่างชาติ,339.32,"96,215",Samut Prakan
สมุทรปราการ,2025,5,ไทย,497.32,"298,606",Samut Prakan
สมุทรปราการ,2025,5,ต่างชาติ,281.36,"81,931",Samut Prakan
สมุทรปราการ,2025,6,ไทย,505.69,"293,532",Samut Prakan
สมุทรปราการ,2025,6,ต่างชาติ,283.04,"83,285",Samut Prakan
สมุทรปราการ,2025,7,ไทย,436.96,"227,014",Samut Prakan
สมุทรปราการ,2025,7,ต่างชาติ,295.17,"92,826",Samut Prakan
สมุทรปราการ,2025,8,ไทย,482.79,"247,381",Samut Prakan
สมุทรปราการ,2025,8,ต่างชาติ,255.53,"81,017",Samut Prakan
สมุทรสงคราม,2025,1,ไทย,673.32,"521,433",Samut Songkhram
สมุทรสงคราม,2025,1,ต่างชาติ,21.36,"12,337",Samut Songkhram
สมุทรสงคราม,2025,2,ไทย,630.50,"495,669",Samut Songkhram
สมุทรสงคราม,2025,2,ต่างชาติ,28.20,"16,878",Samut Songkhram
สมุทรสงคราม,2025,3,ไทย,610.57,"480,027",Samut Songkhram
สมุทรสงคราม,2025,3,ต่างชาติ,25.92,"14,947",Samut Songkhram
สมุทรสงคราม,2025,4,ไทย,686.21,"473,853",Samut Songkhram
สมุทรสงคราม,2025,4,ต่างชาติ,31.37,"16,767",Samut Songkhram
สมุทรสงคราม,2025,5,ไทย,612.93,"489,475",Samut Songkhram
สมุทรสงคราม,2025,5,ต่างชาติ,24.70,"13,960",Samut Songkhram
สมุทรสงคราม,2025,6,ไทย,564.47,"446,614",Samut Songkhram
สมุทรสงคราม,2025,6,ต่างชาติ,24.89,"14,651",Samut Songkhram
สมุทรสงคราม,2025,7,ไทย,681.43,"362,795",Samut Songkhram
สมุทรสงคราม,2025,7,ต่างชาติ,26.58,"14,162",Samut Songkhram
สมุทรสงคราม,2025,8,ไทย,559.60,"353,888",Samut Songkhram
สมุทรสงคราม,2025,8,ต่างชาติ,27.76,"15,899",Samut Songkhram
สมุทรสาคร,2025,1,ไทย,259.43,"153,220",Samut Sakhon
สมุทรสาคร,2025,1,ต่างชาติ,2.86,"1,315",Samut Sakhon
สมุทรสาคร,2025,2,ไทย,245.59,"148,036",Samut Sakhon
สมุทรสาคร,2025,2,ต่างชาติ,3.64,"1,725",Samut Sakhon
สมุทรสาคร,2025,3,ไทย,256.37,"153,388",Samut Sakhon
สมุทรสาคร,2025,3,ต่างชาติ,3.02,"1,367",Samut Sakhon
สมุทรสาคร,2025,4,ไทย,281.95,"148,062",Samut Sakhon
สมุทรสาคร,2025,4,ต่างชาติ,3.23,"1,266",Samut Sakhon
สมุทรสาคร,2025,5,ไทย,279.47,"138,019",Samut Sakhon
สมุทรสาคร,2025,5,ต่างชาติ,2.49,"1,023",Samut Sakhon
สมุทรสาคร,2025,6,ไทย,241.30,"141,072",Samut Sakhon
สมุทรสาคร,2025,6,ต่างชาติ,2.56,"1,070",Samut Sakhon
สมุทรสาคร,2025,7,ไทย,235.43,"124,527",Samut Sakhon
สมุทรสาคร,2025,7,ต่างชาติ,1.97,740,Samut Sakhon
สมุทรสาคร,2025,8,ไทย,209.92,"115,388",Samut Sakhon
สมุทรสาคร,2025,8,ต่างชาติ,2.39,989,Samut Sakhon
ชัยนาท,2025,1,ไทย,168.34,"102,121",Chai Nat
ชัยนาท,2025,1,ต่างชาติ,1.34,680,Chai Nat
ชัยนาท,2025,2,ไทย,152.90,"97,592",Chai Nat
ชัยนาท,2025,2,ต่างชาติ,1.38,696,Chai Nat
ชัยนาท,2025,3,ไทย,150.95,"97,281",Chai Nat
ชัยนาท,2025,3,ต่างชาติ,0.97,487,Chai Nat
ชัยนาท,2025,4,ไทย,196.14,"117,716",Chai Nat
ชัยนาท,2025,4,ต่างชาติ,1.19,671,Chai Nat
ชัยนาท,2025,5,ไทย,187.70,"108,269",Chai Nat
ชัยนาท,2025,5,ต่างชาติ,0.75,396,Chai Nat
ชัยนาท,2025,6,ไทย,165.74,"104,551",Chai Nat
ชัยนาท,2025,6,ต่างชาติ,0.82,472,Chai Nat
ชัยนาท,2025,7,ไทย,170.47,"96,664",Chai Nat
ชัยนาท,2025,7,ต่างชาติ,1.09,530,Chai Nat
ชัยนาท,2025,8,ไทย,171.45,"99,289",Chai Nat
ชัยนาท,2025,8,ต่างชาติ,1.39,726,Chai Nat
นนทบุรี,2025,1,ไทย,557.98,"335,014",Nonthaburi
นนทบุรี,2025,1,ต่างชาติ,56.79,"21,446",Nonthaburi
นนทบุรี,2025,2,ไทย,550.35,"337,134",Nonthaburi
นนทบุรี,2025,2,ต่างชาติ,57.24,"22,101",Nonthaburi
นนทบุรี,2025,3,ไทย,581.73,"359,316",Nonthaburi
นนทบุรี,2025,3,ต่างชาติ,57.51,"21,859",Nonthaburi
นนทบุรี,2025,4,ไทย,575.76,"344,373",Nonthaburi
นนทบุรี,2025,4,ต่างชาติ,49.54,"18,488",Nonthaburi
นนทบุรี,2025,5,ไทย,623.66,"346,983",Nonthaburi
นนทบุรี,2025,5,ต่างชาติ,59.08,"21,151",Nonthaburi
นนทบุรี,2025,6,ไทย,568.88,"325,593",Nonthaburi
นนทบุรี,2025,6,ต่างชาติ,51.71,"20,024",Nonthaburi
นนทบุรี,2025,7,ไทย,585.26,"345,601",Nonthaburi
นนทบุรี,2025,7,ต่างชาติ,60.04,"22,658",Nonthaburi
นนทบุรี,2025,8,ไทย,598.22,"350,779",Nonthaburi
นนทบุรี,2025,8,ต่างชาติ,52.46,"19,494",Nonthaburi
ปทุมธานี,2025,1,ไทย,419.23,"263,076",Pathum Thani
ปทุมธานี,2025,1,ต่างชาติ,63.58,"31,767",Pathum Thani
ปทุมธานี,2025,2,ไทย,412.97,"267,874",Pathum Thani
ปทุมธานี,2025,2,ต่างชาติ,67.97,"32,611",Pathum Thani
ปทุมธานี,2025,3,ไทย,408.40,"266,072",Pathum Thani
ปทุมธานี,2025,3,ต่างชาติ,51.03,"23,696",Pathum Thani
ปทุมธานี,2025,4,ไทย,373.73,"240,681",Pathum Thani
ปทุมธานี,2025,4,ต่างชาติ,71.86,"28,739",Pathum Thani
ปทุมธานี,2025,5,ไทย,377.80,"248,695",Pathum Thani
ปทุมธานี,2025,5,ต่างชาติ,57.61,"25,446",Pathum Thani
ปทุมธานี,2025,6,ไทย,400.00,"259,217",Pathum Thani
ปทุมธานี,2025,6,ต่างชาติ,59.62,"24,936",Pathum Thani
ปทุมธานี,2025,7,ไทย,444.57,"276,818",Pathum Thani
ปทุมธานี,2025,7,ต่างชาติ,65.14,"30,858",Pathum Thani
ปทุมธานี,2025,8,ไทย,461.44,"290,411",Pathum Thani
ปทุมธานี,2025,8,ต่างชาติ,69.89,"33,957",Pathum Thani
พระนครศรีอยุธยา,2025,1,ไทย,"1,516.35","773,647",Phra Nakhon Si Ayutthaya
พระนครศรีอยุธยา,2025,1,ต่างชาติ,536.90,"225,202",Phra Nakhon Si Ayutthaya
พระนครศรีอยุธยา,2025,2,ไทย,"1,510.75","754,042",Phra Nakhon Si Ayutthaya
พระนครศรีอยุธยา,2025,2,ต่างชาติ,502.03,"209,474",Phra Nakhon Si Ayutthaya
พระนครศรีอยุธยา,2025,3,ไทย,"1,494.20","764,460",Phra Nakhon Si Ayutthaya
พระนครศรีอยุธยา,2025,3,ต่างชาติ,423.80,"174,895",Phra Nakhon Si Ayutthaya
พระนครศรีอยุธยา,2025,4,ไทย,"1,821.30","890,653",Phra Nakhon Si Ayutthaya
พระนครศรีอยุธยา,2025,4,ต่างชาติ,345.94,"126,677",Phra Nakhon Si Ayutthaya
พระนครศรีอยุธยา,2025,5,ไทย,"1,485.38","696,916",Phra Nakhon Si Ayutthaya
พระนครศรีอยุธยา,2025,5,ต่างชาติ,332.55,"118,616",Phra Nakhon Si Ayutthaya
พระนครศรีอยุธยา,2025,6,ไทย,"1,521.89","723,541",Phra Nakhon Si Ayutthaya
พระนครศรีอยุธยา,2025,6,ต่างชาติ,281.57,"112,384",Phra Nakhon Si Ayutthaya
พระนครศรีอยุธยา,2025,7,ไทย,"1,804.30","782,079",Phra Nakhon Si Ayutthaya
พระนครศรีอยุธยา,2025,7,ต่างชาติ,340.67,"133,853",Phra Nakhon Si Ayutthaya
พระนครศรีอยุธยา,2025,8,ไทย,"1,672.49","707,148",Phra Nakhon Si Ayutthaya
พระนครศรีอยุธยา,2025,8,ต่างชาติ,417.87,"167,675",Phra Nakhon Si Ayutthaya
ลพบุรี,2025,1,ไทย,693.88,"407,135",Lopburi
ลพบุรี,2025,1,ต่างชาติ,5.49,"2,547",Lopburi
ลพบุรี,2025,2,ไทย,710.23,"413,127",Lopburi
ลพบุรี,2025,2,ต่างชาติ,5.09,"2,360",Lopburi
ลพบุรี,2025,3,ไทย,642.09,"366,930",Lopburi
ลพบุรี,2025,3,ต่างชาติ,4.71,"2,192",Lopburi
ลพบุรี,2025,4,ไทย,779.55,"383,297",Lopburi
ลพบุรี,2025,4,ต่างชาติ,4.99,"2,169",Lopburi
ลพบุรี,2025,5,ไทย,761.71,"383,567",Lopburi
ลพบุรี,2025,5,ต่างชาติ,4.05,"1,789",Lopburi
ลพบุรี,2025,6,ไทย,749.38,"387,419",Lopburi
ลพบุรี,2025,6,ต่างชาติ,3.62,"1,560",Lopburi
ลพบุรี,2025,7,ไทย,667.45,"393,113",Lopburi
ลพบุรี,2025,7,ต่างชาติ,5.08,"2,124",Lopburi
ลพบุรี,2025,8,ไทย,592.21,"363,267",Lopburi
ลพบุรี,2025,8,ต่างชาติ,5.69,"2,620",Lopburi
สระบุรี,2025,1,ไทย,807.05,"428,908",Saraburi
สระบุรี,2025,1,ต่างชาติ,13.70,"6,638",Saraburi
สระบุรี,2025,2,ไทย,754.82,"408,173",Saraburi
สระบุรี,2025,2,ต่างชาติ,13.27,"6,772",Saraburi
สระบุรี,2025,3,ไทย,724.56,"389,643",Saraburi
สระบุรี,2025,3,ต่างชาติ,13.24,"6,743",Saraburi
สระบุรี,2025,4,ไทย,810.06,"414,253",Saraburi
สระบุรี,2025,4,ต่างชาติ,11.21,"6,049",Saraburi
สระบุรี,2025,5,ไทย,760.43,"392,596",Saraburi
สระบุรี,2025,5,ต่างชาติ,11.21,"5,425",Saraburi
สระบุรี,2025,6,ไทย,762.07,"395,185",Saraburi
สระบุรี,2025,6,ต่างชาติ,10.78,"5,594",Saraburi
สระบุรี,2025,7,ไทย,690.98,"396,219",Saraburi
สระบุรี,2025,7,ต่างชาติ,9.96,"4,881",Saraburi
สระบุรี,2025,8,ไทย,665.25,"390,022",Saraburi
สระบุรี,2025,8,ต่างชาติ,9.56,"4,839",Saraburi
สิงห์บุรี,2025,1,ไทย,130.89,"72,330",Sing Buri
สิงห์บุรี,2025,1,ต่างชาติ,1.30,769,Sing Buri
สิงห์บุรี,2025,2,ไทย,123.20,"71,046",Sing Buri
สิงห์บุรี,2025,2,ต่างชาติ,1.09,677,Sing Buri
สิงห์บุรี,2025,3,ไทย,129.06,"75,909",Sing Buri
สิงห์บุรี,2025,3,ต่างชาติ,0.65,363,Sing Buri
สิงห์บุรี,2025,4,ไทย,150.84,"88,646",Sing Buri
สิงห์บุรี,2025,4,ต่างชาติ,0.80,409,Sing Buri
สิงห์บุรี,2025,5,ไทย,135.49,"84,619",Sing Buri
สิงห์บุรี,2025,5,ต่างชาติ,0.60,331,Sing Buri
สิงห์บุรี,2025,6,ไทย,132.60,"83,129",Sing Buri
สิงห์บุรี,2025,6,ต่างชาติ,0.86,463,Sing Buri
สิงห์บุรี,2025,7,ไทย,149.25,"80,640",Sing Buri
สิงห์บุรี,2025,7,ต่างชาติ,1.15,547,Sing Buri
สิงห์บุรี,2025,8,ไทย,139.65,"80,344",Sing Buri
สิงห์บุรี,2025,8,ต่างชาติ,0.95,439,Sing Buri
สุพรรณบุรี,2025,1,ไทย,"1,153.56","646,878",Suphan Buri
สุพรรณบุรี,2025,1,ต่างชาติ,10.81,"4,593",Suphan Buri
สุพรรณบุรี,2025,2,ไทย,"1,053.97","608,292",Suphan Buri
สุพรรณบุรี,2025,2,ต่างชาติ,17.28,"7,383",Suphan Buri
สุพรรณบุรี,2025,3,ไทย,913.56,"522,063",Suphan Buri
สุพรรณบุรี,2025,3,ต่างชาติ,11.14,"4,698",Suphan Buri
สุพรรณบุรี,2025,4,ไทย,"1,164.27","593,312",Suphan Buri
สุพรรณบุรี,2025,4,ต่างชาติ,13.73,"4,341",Suphan Buri
สุพรรณบุรี,2025,5,ไทย,925.68,"488,913",Suphan Buri
สุพรรณบุรี,2025,5,ต่างชาติ,9.51,"3,146",Suphan Buri
สุพรรณบุรี,2025,6,ไทย,907.34,"475,835",Suphan Buri
สุพรรณบุรี,2025,6,ต่างชาติ,8.44,"2,947",Suphan Buri
สุพรรณบุรี,2025,7,ไทย,"1,031.63","415,137",Suphan Buri
สุพรรณบุรี,2025,7,ต่างชาติ,8.20,"2,787",Suphan Buri
สุพรรณบุรี,2025,8,ไทย,876.79,"391,078",Suphan Buri
สุพรรณบุรี,2025,8,ต่างชาติ,11.08,"3,696",Suphan Buri
อ่างทอง,2025,1,ไทย,147.58,"102,817",Ang Thong
อ่างทอง,2025,1,ต่างชาติ,1.39,888,Ang Thong
อ่างทอง,2025,2,ไทย,143.62,"102,556",Ang Thong
อ่างทอง,2025,2,ต่างชาติ,1.70,"1,077",Ang Thong
อ่างทอง,2025,3,ไทย,145.49,"104,337",Ang Thong
อ่างทอง,2025,3,ต่างชาติ,1.35,856,Ang Thong
อ่างทอง,2025,4,ไทย,167.02,"111,397",Ang Thong
อ่างทอง,2025,4,ต่างชาติ,1.84,"1,166",Ang Thong
อ่างทอง,2025,5,ไทย,146.99,"102,862",Ang Thong
อ่างทอง,2025,5,ต่างชาติ,0.78,490,Ang Thong
อ่างทอง,2025,6,ไทย,136.86,"97,321",Ang Thong
อ่างทอง,2025,6,ต่างชาติ,1.16,711,Ang Thong
อ่างทอง,2025,7,ไทย,150.35,"96,830",Ang Thong
อ่างทอง,2025,7,ต่างชาติ,0.97,635,Ang Thong
อ่างทอง,2025,8,ไทย,150.01,"101,387",Ang Thong
อ่างทอง,2025,8,ต่างชาติ,1.05,671,Ang Thong
จันทบุรี,2025,1,ไทย,"1,159.46","297,544",Chanthaburi
จันทบุรี,2025,1,ต่างชาติ,17.30,"3,358",Chanthaburi
จันทบุรี,2025,2,ไทย,"1,000.93","249,914",Chanthaburi
จันทบุรี,2025,2,ต่างชาติ,15.12,"2,916",Chanthaburi
จันทบุรี,2025,3,ไทย,"1,284.89","325,830",Chanthaburi
จันทบุรี,2025,3,ต่างชาติ,20.17,"3,774",Chanthaburi
จันทบุรี,2025,4,ไทย,"2,047.20","356,183",Chanthaburi
จันทบุรี,2025,4,ต่างชาติ,19.82,"3,224",Chanthaburi
จันทบุรี,2025,5,ไทย,"2,292.38","383,801",Chanthaburi
จันทบุรี,2025,5,ต่างชาติ,16.12,"2,635",Chanthaburi
จันทบุรี,2025,6,ไทย,"2,107.14","345,943",Chanthaburi
จันทบุรี,2025,6,ต่างชาติ,12.80,"2,001",Chanthaburi
จันทบุรี,2025,7,ไทย,"1,521.27","337,927",Chanthaburi
จันทบุรี,2025,7,ต่างชาติ,10.19,"1,959",Chanthaburi
จันทบุรี,2025,8,ไทย,"1,483.70","332,547",Chanthaburi
จันทบุรี,2025,8,ต่างชาติ,9.84,"1,687",Chanthaburi
ฉะเชิงเทรา,2025,1,ไทย,756.53,"547,350",Chachoengsao
ฉะเชิงเทรา,2025,1,ต่างชาติ,4.15,"1,843",Chachoengsao
ฉะเชิงเทรา,2025,2,ไทย,741.96,"541,812",Chachoengsao
ฉะเชิงเทรา,2025,2,ต่างชาติ,4.27,"1,916",Chachoengsao
ฉะเชิงเทรา,2025,3,ไทย,765.13,"564,988",Chachoengsao
ฉะเชิงเทรา,2025,3,ต่างชาติ,4.97,"2,247",Chachoengsao
ฉะเชิงเทรา,2025,4,ไทย,929.95,"585,865",Chachoengsao
ฉะเชิงเทรา,2025,4,ต่างชาติ,13.98,"3,515",Chachoengsao
ฉะเชิงเทรา,2025,5,ไทย,801.07,"493,386",Chachoengsao
ฉะเชิงเทรา,2025,5,ต่างชาติ,10.94,"3,035",Chachoengsao
ฉะเชิงเทรา,2025,6,ไทย,811.90,"505,856",Chachoengsao
ฉะเชิงเทรา,2025,6,ต่างชาติ,8.32,"2,874",Chachoengsao
ฉะเชิงเทรา,2025,7,ไทย,777.03,"550,341",Chachoengsao
ฉะเชิงเทรา,2025,7,ต่างชาติ,9.41,"3,469",Chachoengsao
ฉะเชิงเทรา,2025,8,ไทย,711.56,"523,553",Chachoengsao
ฉะเชิงเทรา,2025,8,ต่างชาติ,6.62,"3,428",Chachoengsao
ชลบุรี,2025,1,ไทย,"7,315.53","1,181,144",Chonburi
ชลบุรี,2025,1,ต่างชาติ,"23,530.16","1,071,022",Chonburi
ชลบุรี,2025,2,ไทย,"7,518.39","1,225,138",Chonburi
ชลบุรี,2025,2,ต่างชาติ,"22,733.72","1,051,695",Chonburi
ชลบุรี,2025,3,ไทย,"8,373.15","1,343,524",Chonburi
ชลบุรี,2025,3,ต่างชาติ,"22,297.51","1,029,852",Chonburi
ชลบุรี,2025,4,ไทย,"10,459.33","1,820,605",Chonburi
ชลบุรี,2025,4,ต่างชาติ,"20,215.01","988,417",Chonburi
ชลบุรี,2025,5,ไทย,"9,935.42","1,471,447",Chonburi
ชลบุรี,2025,5,ต่างชาติ,"15,412.87","721,554",Chonburi
ชลบุรี,2025,6,ไทย,"9,049.86","1,362,646",Chonburi
ชลบุรี,2025,6,ต่างชาติ,"11,081.13","575,201",Chonburi
ชลบุรี,2025,7,ไทย,"7,974.43","1,275,555",Chonburi
ชลบุรี,2025,7,ต่างชาติ,"13,237.92","757,469",Chonburi
ชลบุรี,2025,8,ไทย,"11,486.99","1,705,794",Chonburi
ชลบุรี,2025,8,ต่างชาติ,"12,060.38","677,459",Chonburi
ตราด,2025,1,ไทย,"1,030.41","154,324",Trat
ตราด,2025,1,ต่างชาติ,673.60,"45,422",Trat
ตราด,2025,2,ไทย,993.77,"151,831",Trat
ตราด,2025,2,ต่างชาติ,590.18,"41,261",Trat
ตราด,2025,3,ไทย,"1,218.01","186,584",Trat
ตราด,2025,3,ต่างชาติ,533.63,"36,797",Trat
ตราด,2025,4,ไทย,"1,413.13","207,637",Trat
ตราด,2025,4,ต่างชาติ,584.26,"36,514",Trat
ตราด,2025,5,ไทย,"1,335.08","198,138",Trat
ตราด,2025,5,ต่างชาติ,501.15,"29,692",Trat
ตราด,2025,6,ไทย,"1,092.71","157,828",Trat
ตราด,2025,6,ต่างชาติ,361.18,"19,573",Trat
ตราด,2025,7,ไทย,896.10,"138,197",Trat
ตราด,2025,7,ต่างชาติ,329.41,"17,966",Trat
ตราด,2025,8,ไทย,765.09,"115,174",Trat
ตราด,2025,8,ต่างชาติ,290.33,"16,609",Trat
นครนายก,2025,1,ไทย,659.57,"244,683",Nakhon Nayok
นครนายก,2025,1,ต่างชาติ,5.08,"1,412",Nakhon Nayok
นครนายก,2025,2,ไทย,657.61,"247,634",Nakhon Nayok
นครนายก,2025,2,ต่างชาติ,5.19,"1,441",Nakhon Nayok
นครนายก,2025,3,ไทย,644.77,"240,934",Nakhon Nayok
นครนายก,2025,3,ต่างชาติ,6.26,"1,947",Nakhon Nayok
นครนายก,2025,4,ไทย,817.57,"301,816",Nakhon Nayok
นครนายก,2025,4,ต่างชาติ,7.59,"1,982",Nakhon Nayok
นครนายก,2025,5,ไทย,606.95,"240,910",Nakhon Nayok
นครนายก,2025,5,ต่างชาติ,7.21,"2,133",Nakhon Nayok
นครนายก,2025,6,ไทย,644.76,"261,614",Nakhon Nayok
นครนายก,2025,6,ต่างชาติ,4.71,"1,238",Nakhon Nayok
นครนายก,2025,7,ไทย,615.64,"280,904",Nakhon Nayok
นครนายก,2025,7,ต่างชาติ,5.45,"1,297",Nakhon Nayok
นครนายก,2025,8,ไทย,592.10,"269,189",Nakhon Nayok
นครนายก,2025,8,ต่างชาติ,5.81,"1,419",Nakhon Nayok
ปราจีนบุรี,2025,1,ไทย,391.83,"124,821",Prachin Buri
ปราจีนบุรี,2025,1,ต่างชาติ,4.06,"1,308",Prachin Buri
ปราจีนบุรี,2025,2,ไทย,373.02,"120,090",Prachin Buri
ปราจีนบุรี,2025,2,ต่างชาติ,4.85,"1,482",Prachin Buri
ปราจีนบุรี,2025,3,ไทย,393.48,"128,023",Prachin Buri
ปราจีนบุรี,2025,3,ต่างชาติ,5.44,"1,726",Prachin Buri
ปราจีนบุรี,2025,4,ไทย,369.40,"116,394",Prachin Buri
ปราจีนบุรี,2025,4,ต่างชาติ,11.67,"2,587",Prachin Buri
ปราจีนบุรี,2025,5,ไทย,376.09,"124,333",Prachin Buri
ปราจีนบุรี,2025,5,ต่างชาติ,4.68,"1,098",Prachin Buri
ปราจีนบุรี,2025,6,ไทย,334.64,"118,393",Prachin Buri
ปราจีนบุรี,2025,6,ต่างชาติ,4.44,"1,184",Prachin Buri
ปราจีนบุรี,2025,7,ไทย,347.15,"114,941",Prachin Buri
ปราจีนบุรี,2025,7,ต่างชาติ,6.83,"1,528",Prachin Buri
ปราจีนบุรี,2025,8,ไทย,345.12,"120,073",Prachin Buri
ปราจีนบุรี,2025,8,ต่างชาติ,7.71,"1,716",Prachin Buri
ระยอง,2025,1,ไทย,"1,713.51","398,063",Rayong
ระยอง,2025,1,ต่างชาติ,648.28,"99,280",Rayong
ระยอง,2025,2,ไทย,"1,766.63","411,378",Rayong
ระยอง,2025,2,ต่างชาติ,604.07,"90,525",Rayong
ระยอง,2025,3,ไทย,"1,908.19","444,781",Rayong
ระยอง,2025,3,ต่างชาติ,540.38,"81,108",Rayong
ระยอง,2025,4,ไทย,"2,263.49","491,719",Rayong
ระยอง,2025,4,ต่างชาติ,660.04,"87,548",Rayong
ระยอง,2025,5,ไทย,"2,431.24","550,318",Rayong
ระยอง,2025,5,ต่างชาติ,488.75,"68,467",Rayong
ระยอง,2025,6,ไทย,"2,071.60","487,035",Rayong
ระยอง,2025,6,ต่างชาติ,438.87,"62,839",Rayong
ระยอง,2025,7,ไทย,"1,945.03","468,409",Rayong
ระยอง,2025,7,ต่างชาติ,643.87,"64,237",Rayong
ระยอง,2025,8,ไทย,"1,793.73","451,596",Rayong
ระยอง,2025,8,ต่างชาติ,519.59,"61,426",Rayong
สระแก้ว,2025,1,ไทย,412.59,"126,373",Sa Kaeo
สระแก้ว,2025,1,ต่างชาติ,28.23,"12,321",Sa Kaeo
สระแก้ว,2025,2,ไทย,393.71,"120,705",Sa Kaeo
สระแก้ว,2025,2,ต่างชาติ,25.87,"11,107",Sa Kaeo
สระแก้ว,2025,3,ไทย,373.60,"114,674",Sa Kaeo
สระแก้ว,2025,3,ต่างชาติ,31.81,"13,142",Sa Kaeo
สระแก้ว,2025,4,ไทย,396.24,"126,787",Sa Kaeo
สระแก้ว,2025,4,ต่างชาติ,89.59,"57,846",Sa Kaeo
สระแก้ว,2025,5,ไทย,416.65,"125,712",Sa Kaeo
สระแก้ว,2025,5,ต่างชาติ,54.31,"20,487",Sa Kaeo
สระแก้ว,2025,6,ไทย,314.47,"94,773",Sa Kaeo
สระแก้ว,2025,6,ต่างชาติ,17.60,"4,024",Sa Kaeo
สระแก้ว,2025,7,ไทย,241.51,"80,374",Sa Kaeo
สระแก้ว,2025,7,ต่างชาติ,16.32,"2,998",Sa Kaeo
สระแก้ว,2025,8,ไทย,279.19,"88,973",Sa Kaeo
สระแก้ว,2025,8,ต่างชาติ,6.62,"1,548",Sa Kaeo
กระบี่,2025,1,ไทย,"2,395.38","241,881",Krabi
กระบี่,2025,1,ต่างชาติ,"7,080.78","361,405",Krabi
กระบี่,2025,2,ไทย,"2,993.75","290,027",Krabi
กระบี่,2025,2,ต่างชาติ,"5,747.56","286,721",Krabi
กระบี่,2025,3,ไทย,"3,334.02","293,292",Krabi
กระบี่,2025,3,ต่างชาติ,"5,850.51","291,971",Krabi
กระบี่,2025,4,ไทย,"2,091.90","202,400",Krabi
กระบี่,2025,4,ต่างชาติ,"8,116.99","458,018",Krabi
กระบี่,2025,5,ไทย,"2,236.46","144,523",Krabi
กระบี่,2025,5,ต่างชาติ,"5,196.66","325,540",Krabi
กระบี่,2025,6,ไทย,"3,010.61","234,588",Krabi
กระบี่,2025,6,ต่างชาติ,"5,660.10","276,130",Krabi
กระบี่,2025,7,ไทย,"2,793.30","216,691",Krabi
กระบี่,2025,7,ต่างชาติ,"5,411.80","223,139",Krabi
กระบี่,2025,8,ไทย,"2,820.92","220,169",Krabi
กระบี่,2025,8,ต่างชาติ,"5,771.96","236,856",Krabi
ชุมพร,2025,1,ไทย,621.15,"163,601",Chumphon
ชุมพร,2025,1,ต่างชาติ,19.37,"7,020",Chumphon
ชุมพร,2025,2,ไทย,594.80,"149,746",Chumphon
ชุมพร,2025,2,ต่างชาติ,19.48,"7,059",Chumphon
ชุมพร,2025,3,ไทย,638.62,"160,721",Chumphon
ชุมพร,2025,3,ต่างชาติ,20.63,"7,441",Chumphon
ชุมพร,2025,4,ไทย,601.35,"157,630",Chumphon
ชุมพร,2025,4,ต่างชาติ,20.66,"9,545",Chumphon
ชุมพร,2025,5,ไทย,582.25,"152,680",Chumphon
ชุมพร,2025,5,ต่างชาติ,11.99,"5,102",Chumphon
ชุมพร,2025,6,ไทย,583.21,"150,264",Chumphon
ชุมพร,2025,6,ต่างชาติ,8.93,"4,090",Chumphon
ชุมพร,2025,7,ไทย,651.65,"158,033",Chumphon
ชุมพร,2025,7,ต่างชาติ,14.96,"3,516",Chumphon
ชุมพร,2025,8,ไทย,655.51,"165,402",Chumphon
